loc,mdate,SO2,CO,O3,NO2,PM10,PM25
632132,2016010510,0.003,0.5,0.027,0.012,21,5
632132,2016010511,0.003,0.5,0.027,0.011,19,8
632132,2016010512,0.003,0.5,0.028,0.011,20,13
632132,2016010513,0.004,0.5,0.033,0.008,24,10
632132,2016010514,0.002,0.4,0.032,0.008,12,7
632132,2016010515,0.002,0.5,0.031,0.009,17,11
632132,2016010516,0.003,0.5,0.03,0.011,20,9
632132,2016010517,0.003,0.5,0.025,0.015,25,7
632132,2016010518,0.003,0.6,0.021,0.018,27,10
632132,2016010519,0.004,0.6,0.022,0.017,27,16
632132,2016010520,0.003,0.5,0.026,0.011,27,20
632132,2016010521,0.004,0.5,0.026,0.012,24,14
632132,2016010522,0.003,0.5,0.026,0.011,28,14
632132,2016010523,0.004,0.5,0.026,0.011,24,16
632132,2016010524,0.004,0.5,0.029,0.008,31,15
632132,2016010601,0.004,0.5,0.031,0.007,31,18
632132,2016010602,0.004,0.5,0.031,0.006,27,23
632132,2016010603,0.004,0.5,0.033,0.006,27,18
632132,2016010604,0.004,0.5,0.033,0.006,27,17
632132,2016010605,0.004,0.5,0.033,0.006,25,17
632132,2016010606,0.004,0.5,0.033,0.006,29,18
632132,2016010607,0.004,0.5,0.033,0.007,26,19
632132,2016010608,0.004,0.5,0.031,0.008,31,14
632132,2016010609,0.004,0.6,0.03,0.01,34,20
632132,2016010610,0.004,0.6,0.031,0.01,41,20
632132,2016010611,0.004,0.5,0.032,0.008,41,19
632132,2016010612,0.004,0.5,0.032,0.009,37,19
632132,2016010613,NA,NA,NA,NA,NA,NA
632132,2016010614,NA,NA,NA,NA,NA,NA
632132,2016010615,0.003,0.4,0.027,0.009,41,19
632132,2016010616,0.003,0.4,0.03,0.009,40,20
632132,2016010617,0.003,0.4,0.028,0.011,37,23
632132,2016010618,0.004,0.4,0.026,0.013,40,28
632132,2016010619,0.005,0.5,0.024,0.015,48,32
632132,2016010620,0.004,0.5,0.022,0.016,50,34
632132,2016010621,0.004,0.5,0.017,0.02,48,34
632132,2016010622,0.004,0.5,0.014,0.023,56,40
632132,2016010623,0.004,0.5,0.016,0.02,60,40
632132,2016010624,0.004,0.5,0.02,0.017,65,42
632132,2016010701,0.004,0.5,0.022,0.015,62,45
632132,2016010702,0.003,0.6,0.023,0.014,56,48
632132,2016010703,0.003,0.5,0.026,0.01,52,40
632132,2016010704,0.004,0.5,0.026,0.01,49,36
632132,2016010705,0.005,0.5,0.026,0.01,51,35
632132,2016010706,0.005,0.5,0.027,0.009,51,34
632132,2016010707,0.005,0.5,0.025,0.012,43,30
632132,2016010708,0.005,0.5,0.021,0.014,44,29
632132,2016010709,0.004,0.5,0.021,0.015,48,31
632132,2016010710,0.004,0.5,0.023,0.014,54,38
632132,2016010711,0.004,0.5,0.025,0.013,55,33
632132,2016010712,0.003,0.4,0.028,0.01,44,30
632132,2016010713,0.004,0.4,0.03,0.01,37,23
632132,2016010714,0.003,0.4,0.03,0.012,37,21
632132,2016010715,0.002,0.4,0.029,0.013,35,17
632132,2016010716,0.003,0.4,0.026,0.016,36,20
632132,2016010717,0.003,0.4,0.026,0.013,38,20
632132,2016010718,0.003,0.4,0.024,0.015,34,22
632132,2016010719,0.003,0.5,0.021,0.017,41,22
632132,2016010720,0.003,0.4,0.015,0.022,39,24
632132,2016010721,0.003,0.4,0.016,0.022,40,23
632132,2016010722,0.003,0.5,0.017,0.02,37,23
632132,2016010723,0.003,0.5,0.019,0.018,37,21
632132,2016010724,0.003,0.4,0.022,0.015,36,20
632132,2016010801,0.004,0.4,0.024,0.013,31,17
632132,2016010802,0.003,0.4,0.026,0.01,32,23
632132,2016010803,0.003,0.4,0.028,0.008,34,17
632132,2016010804,0.003,0.4,0.028,0.007,28,15
632132,2016010805,0.003,0.4,0.026,0.009,32,17
632132,2016010806,0.003,0.4,0.024,0.011,36,19
632132,2016010807,0.004,0.4,0.024,0.012,30,22
632132,2016010808,0.003,0.4,0.024,0.013,23,16
632132,2016010809,0.003,0.4,0.023,0.014,22,16
632132,2016010810,0.003,0.5,0.024,0.013,24,14
632132,2016010811,0.003,0.4,0.027,0.01,22,12
632132,2016010812,0.003,0.4,0.028,0.01,28,10
632132,2016010813,0.003,0.4,0.029,0.01,25,13
632132,2016010814,0.003,0.4,0.03,0.01,25,14
632132,2016010815,0.002,0.4,0.028,0.011,26,11
632132,2016010816,0.003,0.4,0.028,0.012,32,12
632132,2016010817,0.004,0.4,0.024,0.016,26,15
632132,2016010818,0.003,0.4,0.019,0.02,30,15
632132,2016010819,0.004,0.5,0.021,0.018,37,22
632132,2016010820,0.004,0.5,0.024,0.015,37,21
632132,2016010821,0.004,0.5,0.026,0.013,40,23
632132,2016010822,0.004,0.5,0.029,0.011,43,23
632132,2016010823,0.004,0.5,0.03,0.011,42,21
632132,2016010824,0.005,0.4,0.031,0.009,35,23
632132,2016010901,0.004,0.4,0.033,0.008,35,25
632132,2016010902,0.004,0.4,0.032,0.007,33,28
632132,2016010903,0.004,0.4,0.033,0.007,31,21
632132,2016010904,0.004,0.4,0.033,0.006,31,22
632132,2016010905,0.005,0.4,0.031,0.008,33,20
632132,2016010906,0.004,0.4,0.027,0.01,33,20
632132,2016010907,0.004,0.4,0.028,0.011,39,23
632132,2016010908,0.003,0.4,0.028,0.011,32,20
632132,2016010909,0.003,0.4,0.027,0.012,34,17
632132,2016010910,0.003,0.4,0.03,0.01,32,16
632132,2016010911,0.003,0.5,0.029,0.01,35,14
632132,2016010912,0.003,0.4,0.03,0.01,33,16
632132,2016010913,0.003,0.4,0.032,0.009,34,14
632132,2016010914,0.003,0.4,0.034,0.009,27,12
632132,2016010915,0.002,0.4,0.033,0.01,27,15
632132,2016010916,0.002,0.4,0.033,0.01,26,14
632132,2016010917,0.003,0.4,0.029,0.013,33,15
632132,2016010918,0.003,0.4,0.019,0.023,37,21
632132,2016010919,0.003,0.5,0.013,0.027,45,23
632132,2016010920,0.003,0.5,0.018,0.022,45,24
632132,2016010921,0.002,0.5,0.023,0.017,45,26
632132,2016010922,0.003,0.5,0.024,0.015,33,18
632132,2016010923,0.002,0.5,0.026,0.013,34,17
632132,2016010924,0.003,0.4,0.029,0.01,29,19
632132,2016011001,0.003,0.4,0.029,0.009,32,20
632132,2016011002,0.003,0.4,0.03,0.008,28,26
632132,2016011003,0.004,0.4,0.03,0.008,33,21
632132,2016011004,0.005,0.5,0.03,0.009,31,21
632132,2016011005,0.01,0.8,0.02,0.017,33,20
632132,2016011006,0.012,1.1,0.008,0.027,34,27
632132,2016011007,0.016,1.6,0.002,0.034,44,29
632132,2016011008,0.021,1.8,0.002,0.037,65,38
632132,2016011009,0.013,1.2,0.003,0.039,83,40
632132,2016011010,0.016,1.4,0.005,0.041,87,46
632132,2016011011,0.005,0.6,0.024,0.016,99,45
632132,2016011012,0.004,0.7,0.031,0.011,55,25
632132,2016011013,0.004,0.6,0.036,0.007,41,29
632132,2016011014,0.003,0.5,0.036,0.008,31,18
632132,2016011015,0.003,0.4,0.037,0.009,30,20
632132,2016011016,0.003,0.4,0.036,0.009,27,21
632132,2016011017,0.004,0.4,0.034,0.011,25,18
632132,2016011018,0.004,0.5,0.031,0.014,25,14
632132,2016011019,0.004,0.4,0.032,0.013,25,15
632132,2016011020,0.004,0.4,0.033,0.011,23,13
632132,2016011021,0.004,0.4,0.034,0.01,24,18
632132,2016011022,0.004,0.4,0.034,0.01,29,15
632132,2016011023,0.006,0.7,0.03,0.013,30,17
632132,2016011024,0.006,1,0.018,0.025,28,16
632132,2016011101,0.003,0.5,0.036,0.007,37,21
632132,2016011102,0.004,0.5,0.038,0.006,28,22
632132,2016011103,0.005,0.5,0.038,0.007,31,19
632132,2016011104,0.004,0.4,0.038,0.006,31,21
632132,2016011105,0.004,0.4,0.039,0.005,32,17
632132,2016011106,0.004,0.4,0.038,0.006,35,21
632132,2016011107,0.004,0.4,0.035,0.008,27,20
632132,2016011108,0.005,0.5,0.03,0.013,27,14
632132,2016011109,0.004,0.5,0.026,0.016,30,19
632132,2016011110,0.003,0.4,0.027,0.016,33,20
632132,2016011111,0.003,0.4,0.031,0.012,32,19
632132,2016011112,0.002,0.5,0.033,0.01,30,12
632132,2016011113,0.002,0.6,0.034,0.009,32,10
632132,2016011114,0.003,0.5,0.034,0.01,28,15
632132,2016011115,0.002,0.4,0.033,0.012,31,17
632132,2016011116,0.003,0.5,0.033,0.012,24,10
632132,2016011117,0.004,0.6,0.029,0.017,32,11
632132,2016011118,0.007,0.8,0.02,0.026,35,17
632132,2016011119,0.006,0.7,0.01,0.034,36,14
632132,2016011120,0.006,0.7,0.01,0.031,39,20
632132,2016011121,0.004,0.6,0.02,0.019,39,21
632132,2016011122,0.004,0.5,0.024,0.016,29,15
632132,2016011123,0.004,0.6,0.025,0.015,27,14
632132,2016011124,0.004,0.8,0.026,0.012,25,17
632132,2016011201,0.004,0.7,0.028,0.01,27,17
632132,2016011202,0.004,0.7,0.028,0.01,25,21
632132,2016011203,0.005,0.7,0.027,0.01,29,16
632132,2016011204,0.004,0.6,0.028,0.009,30,20
632132,2016011205,0.005,0.5,0.028,0.01,19,17
632132,2016011206,0.004,0.5,0.027,0.009,23,14
632132,2016011207,0.005,0.5,0.023,0.013,25,15
632132,2016011208,0.005,0.6,0.018,0.019,27,19
632132,2016011209,0.005,0.6,0.016,0.021,28,17
632132,2016011210,0.004,0.5,0.021,0.019,39,20
632132,2016011211,0.003,0.4,0.026,0.014,36,19
632132,2016011212,0.003,0.4,0.03,0.012,29,16
632132,2016011213,0.004,0.5,0.032,0.01,29,11
632132,2016011214,0.002,0.6,0.032,0.011,31,13
632132,2016011215,0.004,0.5,0.033,0.01,29,15
632132,2016011216,0.003,0.5,0.032,0.012,27,13
632132,2016011217,0.005,0.6,0.028,0.016,27,15
632132,2016011218,0.005,0.6,0.022,0.022,29,15
632132,2016011219,0.004,0.6,0.016,0.026,32,14
632132,2016011220,0.003,0.5,0.02,0.021,46,28
632132,2016011221,0.003,0.6,0.007,0.035,42,24
632132,2016011222,0.003,0.6,0.005,0.037,57,32
632132,2016011223,0.003,0.6,0.009,0.035,53,31
632132,2016011224,0.003,0.6,0.009,0.034,49,27
632132,2016011301,0.004,0.6,0.011,0.03,48,28
632132,2016011302,0.003,0.5,0.019,0.02,53,33
632132,2016011303,0.003,0.3,0.022,0.017,50,24
632132,2016011304,0.004,0.3,0.022,0.016,42,23
632132,2016011305,0.004,0.4,0.026,0.013,36,20
632132,2016011306,0.004,0.3,0.026,0.012,29,20
632132,2016011307,0.003,0.3,0.027,0.011,29,22
632132,2016011308,0.003,0.3,0.026,0.013,29,16
632132,2016011309,0.003,0.4,0.023,0.016,29,12
632132,2016011310,0.003,0.4,0.026,0.013,29,21
632132,2016011311,0.004,0.4,0.03,0.009,33,21
632132,2016011312,0.003,0.5,0.033,0.009,37,18
632132,2016011313,0.002,0.5,0.033,0.009,35,19
632132,2016011314,0.003,0.6,0.034,0.008,32,15
632132,2016011315,0.003,0.5,0.033,0.009,42,16
632132,2016011316,0.003,0.6,0.031,0.011,32,18
632132,2016011317,0.003,0.5,0.029,0.013,37,22
632132,2016011318,0.004,0.6,0.022,0.02,41,24
632132,2016011319,0.003,0.6,0.014,0.026,38,28
632132,2016011320,0.003,0.6,0.014,0.025,45,29
632132,2016011321,0.005,0.7,0.011,0.027,50,41
632132,2016011322,0.005,0.8,0.008,0.03,59,43
632132,2016011323,0.005,0.7,0.016,0.021,62,47
632132,2016011324,0.004,0.7,0.021,0.017,47,34
632132,2016011401,0.004,0.7,0.025,0.014,42,28
632132,2016011402,0.004,0.6,0.031,0.009,34,31
632132,2016011403,0.004,0.6,0.032,0.008,29,23
632132,2016011404,0.003,0.5,0.033,0.006,27,20
632132,2016011405,0.003,0.5,0.033,0.006,23,15
632132,2016011406,0.003,0.5,0.033,0.007,19,18
632132,2016011407,0.005,0.5,0.031,0.009,24,19
632132,2016011408,0.004,0.5,0.031,0.009,29,20
632132,2016011409,0.004,0.5,0.027,0.014,33,19
632132,2016011410,NA,NA,NA,NA,34,12
632132,2016011411,NA,NA,NA,NA,38,20
632132,2016011412,0.003,0.4,0.031,0.01,31,17
632132,2016011413,0.003,0.5,0.035,0.007,32,18
632132,2016011414,0.004,0.4,0.035,0.007,25,15
632132,2016011415,0.004,0.4,0.035,0.008,29,14
632132,2016011416,0.005,0.4,0.033,0.011,33,15
632132,2016011417,0.004,0.4,0.031,0.012,33,18
632132,2016011418,0.004,0.4,0.026,0.017,33,18
632132,2016011419,0.004,0.4,0.026,0.017,35,20
632132,2016011420,0.004,0.4,0.027,0.015,37,21
632132,2016011421,0.004,0.4,0.023,0.018,34,24
632132,2016011422,0.004,0.4,0.021,0.019,45,28
632132,2016011423,0.004,0.5,0.02,0.019,49,34
632132,2016011424,0.003,0.5,0.024,0.015,49,38
632132,2016011501,0.003,0.5,0.025,0.013,47,37
632132,2016011502,0.004,0.7,0.023,0.015,47,37
632132,2016011503,0.005,0.8,0.017,0.019,48,39
632132,2016011504,0.006,0.8,0.011,0.022,53,39
632132,2016011505,0.008,0.9,0.007,0.026,53,43
632132,2016011506,0.01,0.8,0.014,0.022,52,39
632132,2016011507,0.009,0.7,0.014,0.023,45,32
632132,2016011508,0.007,0.6,0.01,0.027,45,28
632132,2016011509,0.006,0.6,0.01,0.028,43,30
632132,2016011510,0.006,0.5,0.019,0.02,47,27
632132,2016011511,0.003,0.3,0.027,0.013,NA,24
632132,2016011512,0.002,0.3,0.028,0.014,NA,15
632132,2016011513,0.003,0.5,0.032,0.01,30,12
632132,2016011514,0.003,0.4,0.03,0.013,26,14
632132,2016011515,0.003,0.4,0.03,0.015,32,13
632132,2016011516,0.005,0.5,0.029,0.015,37,15
632132,2016011517,0.006,0.5,0.025,0.02,38,20
632132,2016011518,0.009,0.7,0.014,0.031,47,15
632132,2016011519,0.008,0.7,0.005,0.042,50,25
632132,2016011520,0.005,0.7,0.003,0.039,55,23
632132,2016011521,0.005,0.6,0.008,0.03,52,25
632132,2016011522,0.004,0.5,0.012,0.025,40,25
632132,2016011523,0.004,0.5,0.018,0.018,36,28
632132,2016011524,0.004,0.6,0.023,0.015,43,29
632132,2016011601,0.005,0.6,0.025,0.014,45,32
632132,2016011602,0.005,0.7,0.027,0.012,44,39
632132,2016011603,0.005,0.6,0.028,0.011,53,42
632132,2016011604,0.005,0.5,0.029,0.01,49,36
632132,2016011605,0.005,0.5,0.029,0.01,45,29
632132,2016011606,0.006,0.5,0.028,0.012,47,37
632132,2016011607,0.006,0.5,0.024,0.015,47,28
632132,2016011608,0.006,0.5,0.021,0.019,43,30
632132,2016011609,0.005,0.5,0.021,0.019,46,36
632132,2016011610,0.007,0.5,0.022,0.021,51,36
632132,2016011611,0.005,0.4,0.03,0.016,49,31
632132,2016011612,0.004,0.4,0.035,0.012,50,28
632132,2016011613,0.003,0.4,0.034,0.014,40,17
632132,2016011614,0.004,0.4,0.034,0.016,46,19
632132,2016011615,0.005,0.5,0.032,0.019,42,25
632132,2016011616,0.005,0.4,0.033,0.017,56,29
632132,2016011617,0.004,0.4,0.036,0.015,62,35
632132,2016011618,0.006,0.6,0.029,0.022,51,31
632132,2016011619,0.008,0.7,0.026,0.023,50,34
632132,2016011620,0.009,0.7,0.023,0.026,57,34
632132,2016011621,0.007,0.7,0.015,0.031,60,38
632132,2016011622,0.007,0.6,0.017,0.024,64,40
632132,2016011623,0.004,0.5,0.022,0.018,56,43
632132,2016011624,0.004,0.5,0.024,0.016,51,34
632132,2016011701,0.004,0.6,0.025,0.014,47,35
632132,2016011702,0.005,0.7,0.025,0.014,49,39
632132,2016011703,0.007,0.7,0.025,0.014,53,41
632132,2016011704,0.007,0.6,0.026,0.012,55,41
632132,2016011705,0.007,0.6,0.027,0.011,51,42
632132,2016011706,0.006,0.5,0.026,0.012,51,44
632132,2016011707,0.007,0.6,0.021,0.017,52,46
632132,2016011708,0.008,0.7,0.013,0.026,58,46
632132,2016011709,0.008,0.7,0.009,0.031,66,50
632132,2016011710,0.007,0.7,0.01,0.031,74,55
632132,2016011711,0.006,0.6,0.018,0.024,82,54
632132,2016011712,0.007,0.6,0.023,0.021,74,55
632132,2016011713,0.007,0.6,0.018,0.026,66,40
632132,2016011714,0.005,0.7,0.021,0.023,71,44
632132,2016011715,0.005,0.5,0.017,0.028,74,45
632132,2016011716,0.007,0.6,0.012,0.033,67,44
632132,2016011717,0.009,0.8,0.016,0.03,66,47
632132,2016011718,0.008,0.7,0.023,0.023,72,48
632132,2016011719,0.009,0.7,0.023,0.023,67,48
632132,2016011720,0.009,0.7,0.019,0.024,68,48
632132,2016011721,0.008,0.7,0.013,0.03,75,47
632132,2016011722,0.005,0.6,0.006,0.031,70,49
632132,2016011723,0.005,0.6,0.007,0.027,64,48
632132,2016011724,0.006,0.8,0.012,0.022,55,47
632132,2016011801,0.004,0.9,0.024,0.012,57,46
632132,2016011802,0.005,0.7,0.022,0.014,55,49
632132,2016011803,0.004,0.6,0.009,0.019,57,47
632132,2016011804,0.006,0.7,0.01,0.019,56,41
632132,2016011805,0.007,0.9,0.006,0.021,51,43
632132,2016011806,0.007,0.7,0.012,0.019,47,39
632132,2016011807,0.006,0.5,0.024,0.017,NA,43
632132,2016011808,0.008,0.6,0.011,0.032,58,50
632132,2016011809,0.006,0.6,0.012,0.032,71,56
632132,2016011810,0.004,0.5,0.016,0.024,72,58
632132,2016011811,0.005,0.7,0.021,0.018,64,49
632132,2016011812,0.005,0.7,0.025,0.014,56,39
632132,2016011813,0.005,0.6,0.034,0.011,52,35
632132,2016011814,0.003,0.4,0.037,0.009,57,40
632132,2016011815,0.003,0.3,0.036,0.009,39,26
632132,2016011816,0.003,0.3,0.035,0.01,40,18
632132,2016011817,0.003,0.3,0.034,0.008,52,25
632132,2016011818,0.002,0.2,0.035,0.009,44,19
632132,2016011819,0.002,0.2,0.033,0.009,52,12
632132,2016011820,0.003,0.2,0.031,0.009,56,17
632132,2016011821,0.002,0.2,0.034,0.006,39,11
632132,2016011822,0.002,0.2,0.032,0.007,36,10
632132,2016011823,0.002,0.2,0.032,0.007,28,12
632132,2016011824,0.002,0.2,0.033,0.006,36,11
632132,2016011901,0.002,0.3,0.034,0.005,24,15
632132,2016011902,0.002,0.3,0.034,0.004,29,17
632132,2016011903,0.003,0.2,0.034,0.004,27,15
632132,2016011904,0.003,0.2,0.033,0.005,25,16
632132,2016011905,0.003,0.2,0.033,0.005,28,14
632132,2016011906,0.003,0.2,0.032,0.005,36,15
632132,2016011907,0.002,0.2,0.032,0.006,29,13
632132,2016011908,0.002,0.2,0.031,0.006,29,13
632132,2016011909,0.002,0.2,0.031,0.007,31,8
632132,2016011910,0.002,0.2,0.03,0.008,NA,12
632132,2016011911,0.002,0.3,0.03,0.009,29,12
632132,2016011912,0.002,0.4,0.03,0.009,28,12
632132,2016011913,0.003,0.4,0.031,0.008,35,15
632132,2016011914,0.004,0.4,0.03,0.009,32,17
632132,2016011915,0.003,0.4,0.03,0.009,36,19
632132,2016011916,0.003,0.4,0.029,0.01,30,22
632132,2016011917,0.003,0.4,0.028,0.011,35,22
632132,2016011918,0.003,0.4,0.028,0.011,33,20
632132,2016011919,0.003,0.4,0.027,0.011,34,17
632132,2016011920,0.003,0.3,0.028,0.01,40,17
632132,2016011921,0.003,0.3,0.029,0.008,45,19
632132,2016011922,0.003,0.3,0.029,0.008,41,22
632132,2016011923,0.003,0.3,0.028,0.008,42,19
632132,2016011924,0.002,0.3,0.029,0.007,37,19
632132,2016012001,0.002,0.3,0.03,0.006,37,23
632132,2016012002,0.002,0.3,0.03,0.006,35,26
632132,2016012003,0.002,0.3,0.03,0.005,36,20
632132,2016012004,0.002,0.3,0.03,0.005,31,22
632132,2016012005,0.003,0.3,0.03,0.006,33,19
632132,2016012006,0.003,0.3,0.029,0.006,33,24
632132,2016012007,0.003,0.3,0.028,0.007,31,23
632132,2016012008,0.004,0.3,0.025,0.01,31,24
632132,2016012009,0.004,0.3,0.022,0.013,34,22
632132,2016012010,0.004,0.4,0.023,0.012,40,24
632132,2016012011,0.003,0.5,0.024,0.012,31,21
632132,2016012012,0.003,0.5,0.025,0.008,33,25
632132,2016012013,NA,NA,NA,NA,NA,NA
632132,2016012014,NA,NA,NA,NA,NA,NA
632132,2016012015,0.004,0.4,0.026,0.012,43,18
632132,2016012016,0.004,0.4,0.026,0.014,46,16
632132,2016012017,0.005,0.4,0.027,0.012,41,17
632132,2016012018,0.004,0.4,0.017,0.02,38,17
632132,2016012019,0.004,0.5,0.014,0.022,34,20
632132,2016012020,0.003,0.4,0.018,0.017,41,25
632132,2016012021,0.004,0.4,0.018,0.017,39,24
632132,2016012022,0.004,0.4,0.019,0.016,37,24
632132,2016012023,0.003,0.5,0.021,0.013,39,30
632132,2016012024,0.002,0.5,0.022,0.013,35,27
632132,2016012101,0.004,0.5,0.02,0.014,39,29
632132,2016012102,0.003,0.6,0.019,0.014,39,36
632132,2016012103,0.003,0.5,0.019,0.014,43,31
632132,2016012104,0.004,0.5,0.02,0.014,41,34
632132,2016012105,0.004,0.5,0.019,0.013,42,30
632132,2016012106,0.004,0.5,0.019,0.015,37,30
632132,2016012107,0.004,0.4,0.016,0.018,41,29
632132,2016012108,0.004,0.6,0.012,0.023,39,29
632132,2016012109,0.003,0.7,0.01,0.026,43,25
632132,2016012110,0.003,0.7,0.012,0.025,47,27
632132,2016012111,0.005,0.9,0.014,0.025,43,28
632132,2016012112,0.005,0.9,0.019,0.021,41,26
632132,2016012113,0.004,0.6,0.025,0.016,37,23
632132,2016012114,0.002,0.4,0.031,0.011,37,21
632132,2016012115,0.004,0.6,0.031,0.013,42,20
632132,2016012116,0.003,0.5,0.03,0.014,47,14
632132,2016012117,0.004,0.5,0.032,0.013,44,19
632132,2016012118,0.005,0.5,0.026,0.018,36,19
