loc,mdate,SO2,CO,O3,NO2,PM10,PM25
632132,2015010611,0.009,0.9,0.024,0.012,56,26
632132,2015010612,0.007,0.8,0.028,0.01,49,21
632132,2015010613,0.005,0.8,0.029,0.01,30,14
632132,2015010614,0.006,0.8,0.029,0.009,45,18
632132,2015010615,0.004,0.7,0.031,0.007,40,10
632132,2015010616,0.006,0.7,0.031,0.007,27,9
632132,2015010617,0.006,0.7,0.029,0.01,23,8
632132,2015010618,0.004,0.7,0.025,0.013,28,9
632132,2015010619,0.004,0.7,0.027,0.011,34,10
632132,2015010620,0.004,0.7,0.026,0.011,44,7
632132,2015010621,0.004,0.8,0.025,0.012,35,4
632132,2015010622,0.005,0.8,0.026,0.011,32,4
632132,2015010623,0.005,0.8,0.027,0.009,27,4
632132,2015010624,0.004,0.7,0.029,0.006,27,3
632132,2015010701,0.005,0.7,0.03,0.005,21,4
632132,2015010702,0.005,0.7,0.03,0.005,24,4
632132,2015010703,0.005,0.7,0.029,0.005,28,2
632132,2015010704,0.005,0.7,0.029,0.004,19,3
632132,2015010705,0.005,0.7,0.029,0.004,21,5
632132,2015010706,0.005,0.7,0.029,0.005,24,4
632132,2015010707,0.006,0.7,0.026,0.008,19,6
632132,2015010708,0.005,0.7,0.024,0.012,22,4
632132,2015010709,0.005,0.7,0.02,0.015,29,1
632132,2015010710,NA,NA,NA,NA,27,1
632132,2015010711,NA,NA,NA,NA,NA,NA
632132,2015010712,0.005,0.7,0.028,0.007,29,4
632132,2015010713,0.004,0.6,0.029,0.008,30,4
632132,2015010714,0.004,0.6,0.027,0.01,24,3
632132,2015010715,0.005,0.6,0.027,0.011,31,3
632132,2015010716,0.004,0.8,0.027,0.01,35,6
632132,2015010717,0.006,0.9,0.023,0.014,37,12
632132,2015010718,0.01,0.9,0.013,0.025,40,13
632132,2015010719,0.006,0.8,0.014,0.022,44,11
632132,2015010720,0.006,0.8,0.021,0.013,38,10
632132,2015010721,0.005,0.8,0.022,0.012,33,9
632132,2015010722,0.005,0.8,0.023,0.01,35,9
632132,2015010723,0.006,0.8,0.024,0.009,33,9
632132,2015010724,0.006,0.8,0.024,0.008,33,11
632132,2015010801,0.006,0.8,0.024,0.008,29,12
632132,2015010802,0.005,0.7,0.025,0.007,31,11
632132,2015010803,0.006,0.8,0.025,0.007,31,11
632132,2015010804,0.006,0.7,0.025,0.006,33,13
632132,2015010805,0.006,0.8,0.024,0.007,29,11
632132,2015010806,0.006,0.7,0.024,0.007,29,8
632132,2015010807,0.005,0.7,0.023,0.008,29,6
632132,2015010808,0.005,0.7,0.02,0.013,31,7
632132,2015010809,0.006,0.8,0.017,0.016,36,12
632132,2015010810,0.005,0.7,0.021,0.014,42,13
632132,2015010811,0.005,0.7,0.023,0.013,35,10
632132,2015010812,0.006,0.8,0.025,0.012,34,11
632132,2015010813,0.005,0.8,0.028,0.01,30,11
632132,2015010814,0.006,0.7,0.029,0.011,35,10
632132,2015010815,0.004,0.7,0.028,0.012,34,10
632132,2015010816,0.005,0.7,0.03,0.013,41,9
632132,2015010817,0.01,0.8,0.024,0.019,43,9
632132,2015010818,0.01,0.9,0.012,0.03,46,11
632132,2015010819,0.005,0.8,0.012,0.026,56,16
632132,2015010820,0.005,0.8,0.017,0.019,47,21
632132,2015010821,0.005,0.9,0.017,0.018,49,26
632132,2015010822,0.005,0.9,0.014,0.02,51,24
632132,2015010823,0.005,0.9,0.01,0.026,53,30
632132,2015010824,0.005,0.9,0.009,0.028,49,30
632132,2015010901,0.006,0.9,0.009,0.028,53,25
632132,2015010902,0.007,0.9,0.01,0.027,56,26
632132,2015010903,0.007,0.9,0.012,0.024,49,20
632132,2015010904,0.005,0.8,0.015,0.021,48,24
632132,2015010905,0.005,0.8,0.016,0.019,39,16
632132,2015010906,0.005,0.8,0.02,0.016,40,20
632132,2015010907,0.004,0.7,0.022,0.012,33,15
632132,2015010908,0.005,0.8,0.018,0.017,33,14
632132,2015010909,0.005,0.8,0.015,0.02,31,11
632132,2015010910,0.004,0.8,0.018,0.018,31,11
632132,2015010911,0.005,0.8,0.02,0.015,35,12
632132,2015010912,0.004,0.8,0.021,0.014,31,10
632132,2015010913,0.004,0.7,0.023,0.011,30,9
632132,2015010914,0.004,0.7,0.025,0.011,22,11
632132,2015010915,0.005,0.7,0.027,0.01,28,8
632132,2015010916,0.004,0.7,0.027,0.011,23,6
632132,2015010917,0.005,0.8,0.022,0.015,23,6
632132,2015010918,0.004,0.8,0.02,0.017,28,7
632132,2015010919,0.005,0.9,0.017,0.02,42,18
632132,2015010920,0.006,1,0.008,0.031,56,30
632132,2015010921,0.006,1,0.007,0.033,71,38
632132,2015010922,0.006,0.9,0.014,0.024,66,33
632132,2015010923,0.006,0.9,0.018,0.02,59,28
632132,2015010924,0.005,0.9,0.02,0.016,55,27
632132,2015011001,0.005,0.9,0.023,0.013,56,21
632132,2015011002,0.004,0.9,0.023,0.012,44,20
632132,2015011003,0.005,0.9,0.024,0.01,36,14
632132,2015011004,0.006,0.9,0.025,0.009,40,19
632132,2015011005,0.007,0.9,0.025,0.01,34,15
632132,2015011006,0.006,0.8,0.026,0.009,40,21
632132,2015011007,0.005,0.8,0.023,0.01,33,15
632132,2015011008,0.005,0.8,0.023,0.012,33,15
632132,2015011009,0.005,0.8,0.023,0.012,32,14
632132,2015011010,0.005,0.8,0.025,0.011,25,12
632132,2015011011,0.004,0.7,0.026,0.011,27,8
632132,2015011012,0.004,0.8,0.027,0.01,23,7
632132,2015011013,0.005,0.8,0.03,0.009,25,7
632132,2015011014,0.006,0.7,0.032,0.007,20,6
632132,2015011015,0.005,0.7,0.031,0.008,14,2
632132,2015011016,0.005,0.7,0.03,0.01,30,6
632132,2015011017,0.005,0.8,0.027,0.013,35,12
632132,2015011018,0.006,0.8,0.022,0.017,36,14
632132,2015011019,0.007,0.8,0.019,0.019,43,16
632132,2015011020,0.006,0.9,0.014,0.026,44,22
632132,2015011021,0.007,0.9,0.014,0.024,53,23
632132,2015011022,0.006,0.9,0.018,0.019,53,27
632132,2015011023,0.006,0.9,0.023,0.013,54,27
632132,2015011024,0.007,0.9,0.027,0.01,49,25
632132,2015011101,0.007,0.9,0.027,0.01,45,20
632132,2015011102,0.008,0.9,0.026,0.01,41,16
632132,2015011103,0.008,0.9,0.027,0.009,39,20
632132,2015011104,0.006,0.8,0.029,0.007,35,15
632132,2015011105,0.013,1,0.023,0.011,40,16
632132,2015011106,0.012,1.1,0.018,0.015,51,22
632132,2015011107,0.014,1.5,0.007,0.028,48,25
632132,2015011108,0.02,1.7,0.003,0.033,65,33
632132,2015011109,0.01,1,0.019,0.014,66,34
632132,2015011110,0.009,1,0.021,0.012,52,29
632132,2015011111,0.007,0.9,0.024,0.009,48,27
632132,2015011112,0.008,0.9,0.027,0.008,64,22
632132,2015011113,0.007,0.9,0.029,0.007,55,23
632132,2015011114,0.005,0.8,0.029,0.007,52,20
632132,2015011115,0.005,0.8,0.028,0.008,38,7
632132,2015011116,0.004,0.9,0.027,0.009,33,9
632132,2015011117,0.006,1,0.027,0.009,34,11
632132,2015011118,0.006,1,0.019,0.017,40,13
632132,2015011119,0.009,1.2,0.013,0.023,45,16
632132,2015011120,0.008,1.1,0.016,0.02,49,25
632132,2015011121,0.009,1.2,0.016,0.02,51,28
632132,2015011122,0.011,1.4,0.017,0.021,55,26
632132,2015011123,0.012,1.3,0.021,0.015,56,31
632132,2015011124,0.011,1.2,0.024,0.013,49,29
632132,2015011201,0.01,1.1,0.024,0.012,51,27
632132,2015011202,0.011,1.2,0.026,0.01,51,27
632132,2015011203,0.01,1.2,0.023,0.011,54,29
632132,2015011204,0.01,1.2,0.023,0.009,59,25
632132,2015011205,0.009,1,0.025,0.008,58,21
632132,2015011206,0.009,1,0.02,0.01,43,22
632132,2015011207,0.009,1,0.013,0.019,46,19
632132,2015011208,0.007,1,0.012,0.019,53,21
632132,2015011209,0.008,1,0.01,0.024,49,24
632132,2015011210,0.008,1,0.016,0.018,53,19
632132,2015011211,0.008,0.9,0.023,0.012,49,18
632132,2015011212,0.008,0.8,0.027,0.009,47,13
632132,2015011213,0.007,0.8,0.029,0.009,44,10
632132,2015011214,0.005,0.8,0.027,0.01,37,8
632132,2015011215,0.004,0.7,0.027,0.012,34,10
632132,2015011216,0.004,0.8,0.025,0.013,39,9
632132,2015011217,0.004,0.8,0.02,0.018,41,8
632132,2015011218,0.004,0.9,0.013,0.024,38,9
632132,2015011219,0.005,1.1,0.006,0.029,45,17
632132,2015011220,0.006,1,0.006,0.026,47,17
632132,2015011221,0.008,1.1,0.005,0.027,46,15
632132,2015011222,0.008,1.1,0.006,0.025,39,15
632132,2015011223,0.006,1,0.011,0.019,41,12
632132,2015011224,0.007,1.1,0.012,0.019,39,12
632132,2015011301,0.009,1.1,0.015,0.016,39,16
632132,2015011302,0.011,1.1,0.018,0.015,39,12
632132,2015011303,0.01,1.2,0.02,0.013,36,18
632132,2015011304,0.01,1,0.022,0.011,51,24
632132,2015011305,0.009,0.9,0.024,0.01,31,7
632132,2015011306,0.006,1,0.023,0.01,29,8
632132,2015011307,0.009,1.1,0.019,0.014,28,8
632132,2015011308,0.008,1,0.015,0.021,22,11
632132,2015011309,0.008,1,0.013,0.026,30,12
632132,2015011310,0.006,0.9,0.017,0.02,35,10
632132,2015011311,0.006,0.9,0.022,0.015,37,9
632132,2015011312,0.006,0.8,0.026,0.013,36,8
632132,2015011313,0.005,0.8,0.027,0.011,23,6
632132,2015011314,0.004,0.8,0.024,0.015,24,3
632132,2015011315,0.004,0.8,0.02,0.019,41,3
632132,2015011316,0.004,0.8,0.023,0.016,40,7
632132,2015011317,0.006,0.8,0.014,0.025,30,8
632132,2015011318,0.016,1.5,0.003,0.039,40,9
632132,2015011319,0.014,1.5,0.002,0.039,68,20
632132,2015011320,0.009,1.1,0.002,0.033,79,22
632132,2015011321,0.01,1.4,0.002,0.033,54,19
632132,2015011322,0.019,1.9,0.003,0.036,62,26
632132,2015011323,0.016,2.1,0.002,0.034,69,26
632132,2015011324,0.017,2,0.003,0.032,67,27
632132,2015011401,0.01,1.5,0.007,0.027,65,24
632132,2015011402,0.008,1.3,0.016,0.018,44,18
632132,2015011403,0.009,1.3,0.018,0.016,35,18
632132,2015011404,0.009,1.1,0.019,0.014,30,23
632132,2015011405,0.009,1.1,0.019,0.014,24,11
632132,2015011406,0.007,1,0.021,0.013,31,10
632132,2015011407,0.01,1.1,0.012,0.022,34,10
632132,2015011408,0.009,1,0.008,0.027,28,13
632132,2015011409,0.01,1.1,0.004,0.031,36,12
632132,2015011410,0.008,1.1,0.005,0.032,44,7
632132,2015011411,0.012,1.2,0.008,0.029,56,16
632132,2015011412,0.008,1.2,0.019,0.019,47,11
632132,2015011413,0.009,1.5,0.02,0.019,26,10
632132,2015011414,0.009,1.1,0.021,0.017,32,5
632132,2015011415,0.007,0.9,0.025,0.013,39,3
632132,2015011416,0.006,0.9,0.026,0.012,37,7
632132,2015011417,0.007,0.9,0.026,0.013,37,9
632132,2015011418,0.008,0.9,0.023,0.017,42,9
632132,2015011419,0.008,0.9,0.021,0.019,46,13
632132,2015011420,0.008,0.9,0.027,0.013,41,17
632132,2015011421,0.01,1,0.029,0.012,40,17
632132,2015011422,0.008,1.1,0.032,0.01,49,19
632132,2015011423,0.009,1.4,0.031,0.011,47,16
632132,2015011424,0.01,1.1,0.031,0.01,48,20
632132,2015011501,0.009,1,0.034,0.005,37,16
632132,2015011502,0.009,1,0.035,0.004,34,12
632132,2015011503,0.008,0.9,0.035,0.004,39,11
632132,2015011504,0.008,0.9,0.037,0.005,38,18
632132,2015011505,0.008,0.9,0.036,0.005,42,15
632132,2015011506,0.008,0.9,0.032,0.008,36,19
632132,2015011507,0.005,1.1,0.031,0.006,42,15
632132,2015011508,0.005,1.2,0.028,0.009,36,17
632132,2015011509,0.006,1.4,0.022,0.015,43,22
632132,2015011510,0.008,1.3,0.018,0.018,70,50
632132,2015011511,0.008,1.3,0.02,0.015,75,NA
632132,2015011512,0.008,1.4,0.02,0.016,72,NA
632132,2015011513,0.008,1.2,0.021,0.014,64,NA
632132,2015011514,0.009,1.2,0.024,0.013,58,NA
632132,2015011515,0.009,1.2,0.02,0.017,51,NA
632132,2015011516,0.01,1.1,0.02,0.017,55,NA
632132,2015011517,0.011,1.2,0.018,0.018,59,NA
632132,2015011518,0.01,1.4,0.016,0.019,61,NA
632132,2015011519,0.008,1.4,0.011,0.025,64,NA
632132,2015011520,0.007,1.4,0.005,0.028,74,NA
632132,2015011521,0.008,1.5,0.007,0.024,78,NA
632132,2015011522,0.006,1.4,0.005,0.021,69,NA
632132,2015011523,0.005,1.3,0.007,0.017,71,NA
632132,2015011524,0.006,1.2,0.013,0.013,66,NA
632132,2015011601,0.006,1.1,0.014,0.011,50,NA
632132,2015011602,0.006,1.3,0.011,0.015,45,NA
632132,2015011603,0.007,1.3,0.01,0.015,50,NA
632132,2015011604,0.009,1.3,0.011,0.018,56,NA
632132,2015011605,0.009,1.5,0.004,0.022,62,NA
632132,2015011606,0.01,1.8,0.003,0.029,69,NA
632132,2015011607,0.011,1.5,0.017,0.026,90,NA
632132,2015011608,0.009,1,0.027,0.018,121,NA
632132,2015011609,0.008,1.1,0.023,0.019,79,NA
632132,2015011610,0.008,1.2,0.023,0.016,83,NA
632132,2015011611,0.007,1.1,0.024,0.016,80,NA
632132,2015011612,0.008,1.1,0.028,0.012,72,NA
632132,2015011613,0.007,1.2,0.031,0.012,61,31
632132,2015011614,0.009,1.4,0.029,0.016,62,36
632132,2015011615,0.009,1.4,0.025,0.016,78,47
632132,2015011616,0.008,1.4,0.027,0.018,68,40
632132,2015011617,0.007,1.2,0.024,0.018,77,44
632132,2015011618,0.006,1.1,0.022,0.017,79,47
632132,2015011619,0.006,1.1,0.02,0.018,60,38
632132,2015011620,0.007,1.1,0.023,0.015,56,38
632132,2015011621,0.007,1,0.028,0.009,70,37
632132,2015011622,0.007,1,0.028,0.01,74,40
632132,2015011623,0.006,1,0.028,0.009,67,36
632132,2015011624,0.007,1.1,0.022,0.014,63,33
632132,2015011701,0.008,1.1,0.025,0.011,64,33
632132,2015011702,0.007,1,0.028,0.008,55,35
632132,2015011703,0.007,1.1,0.03,0.007,54,32
632132,2015011704,0.008,1.2,0.029,0.008,64,42
632132,2015011705,0.008,1.2,0.03,0.008,73,45
632132,2015011706,0.008,1.2,0.028,0.007,75,50
632132,2015011707,0.008,1.1,0.025,0.009,71,44
632132,2015011708,0.007,1.1,0.023,0.011,69,43
632132,2015011709,0.007,1.1,0.022,0.013,65,39
632132,2015011710,0.007,1.1,0.025,0.011,66,36
632132,2015011711,0.005,1,0.026,0.01,60,30
632132,2015011712,0.005,0.9,0.028,0.009,52,21
632132,2015011713,0.005,0.9,0.03,0.008,37,22
632132,2015011714,0.004,0.9,0.029,0.009,32,10
632132,2015011715,0.004,0.9,0.029,0.01,27,10
632132,2015011716,0.005,0.9,0.029,0.01,27,11
632132,2015011717,0.005,0.9,0.027,0.011,24,11
632132,2015011718,0.005,0.9,0.022,0.017,18,9
632132,2015011719,0.006,0.9,0.019,0.02,27,9
632132,2015011720,0.007,0.9,0.022,0.017,27,10
632132,2015011721,0.005,0.9,0.029,0.009,31,7
632132,2015011722,0.004,0.9,0.029,0.009,32,7
632132,2015011723,0.004,0.9,0.031,0.005,23,7
632132,2015011724,0.004,0.9,0.032,0.005,25,6
632132,2015011801,0.004,0.9,0.032,0.005,25,6
632132,2015011802,0.004,0.9,0.031,0.005,22,5
632132,2015011803,0.004,0.8,0.032,0.004,18,7
632132,2015011804,0.004,0.8,0.032,0.005,27,7
632132,2015011805,0.004,0.8,0.031,0.005,26,5
632132,2015011806,0.004,0.8,0.03,0.006,21,3
632132,2015011807,0.004,0.8,0.028,0.007,23,5
632132,2015011808,0.004,0.9,0.027,0.008,21,8
632132,2015011809,0.004,0.9,0.026,0.009,25,6
632132,2015011810,0.004,0.9,0.027,0.008,23,4
632132,2015011811,0.005,0.9,0.027,0.009,22,7
632132,2015011812,0.005,1,0.028,0.009,27,7
632132,2015011813,0.005,0.9,0.029,0.008,27,18
632132,2015011814,0.005,0.9,0.031,0.008,28,NA
632132,2015011815,0.004,0.9,0.033,0.007,37,14
632132,2015011816,0.004,0.9,0.033,0.007,33,12
632132,2015011817,0.004,1,0.032,0.008,36,13
632132,2015011818,0.005,1,0.03,0.009,46,15
632132,2015011819,0.006,1,0.028,0.011,38,22
632132,2015011820,0.004,1,0.03,0.007,44,20
632132,2015011821,0.004,1,0.03,0.006,29,13
632132,2015011822,0.004,1,0.03,0.006,29,13
632132,2015011823,0.004,0.9,0.029,0.006,31,15
632132,2015011824,0.003,0.9,0.028,0.007,31,20
632132,2015011901,0.006,1,0.027,0.007,31,13
632132,2015011902,0.009,1.1,0.028,0.009,32,21
632132,2015011903,0.009,1.1,0.027,0.009,38,24
632132,2015011904,0.007,1,0.03,0.007,48,30
632132,2015011905,0.006,1,0.03,0.006,42,25
632132,2015011906,0.006,1.1,0.029,0.007,50,27
632132,2015011907,0.006,1.1,0.027,0.008,61,32
632132,2015011908,0.006,1.2,0.023,0.012,58,28
632132,2015011909,0.007,1.2,0.022,0.012,67,33
632132,2015011910,0.007,1.1,0.023,0.012,70,37
632132,2015011911,0.007,1.1,0.026,0.01,61,33
632132,2015011912,0.007,1,0.029,0.008,61,32
632132,2015011913,0.006,1,0.03,0.009,56,25
632132,2015011914,0.006,1,0.031,0.008,47,22
632132,2015011915,0.006,1,0.031,0.009,50,26
632132,2015011916,0.006,1,0.029,0.013,55,24
632132,2015011917,0.006,1,0.028,0.015,51,24
632132,2015011918,0.006,1.1,0.028,0.015,55,23
632132,2015011919,0.006,1.2,0.027,0.016,53,30
632132,2015011920,0.006,1.1,0.03,0.012,54,27
632132,2015011921,0.006,1.1,0.028,0.013,60,26
632132,2015011922,0.006,1.1,0.03,0.01,55,28
632132,2015011923,0.006,1.1,0.03,0.009,55,26
632132,2015011924,0.006,1,0.029,0.008,57,29
632132,2015012001,0.006,1,0.029,0.008,55,26
632132,2015012002,0.006,1,0.029,0.008,56,29
632132,2015012003,0.008,1.1,0.028,0.007,50,24
632132,2015012004,0.005,1.1,0.028,0.007,54,19
632132,2015012005,0.005,1.1,0.027,0.007,40,19
632132,2015012006,0.006,1.1,0.026,0.008,46,22
632132,2015012007,0.007,1.1,0.024,0.01,42,16
632132,2015012008,0.006,1.1,0.019,0.013,53,21
632132,2015012009,0.007,1.1,0.016,0.019,55,23
632132,2015012010,0.007,1.1,0.019,0.016,60,20
632132,2015012011,0.007,1,0.025,0.011,64,23
632132,2015012012,0.006,0.9,0.028,0.011,47,15
632132,2015012013,0.005,0.9,0.029,0.012,51,14
632132,2015012014,0.004,0.9,0.03,0.013,52,12
632132,2015012015,0.004,1,0.031,0.012,45,17
632132,2015012016,0.004,1,0.031,0.014,48,14
632132,2015012017,0.004,1,0.028,0.017,55,17
632132,2015012018,0.008,1.2,0.019,0.026,56,18
632132,2015012019,0.014,1.5,0.006,0.04,66,28
632132,2015012020,0.008,1.3,0.005,0.036,76,34
632132,2015012021,0.007,1.1,0.012,0.024,64,27
632132,2015012022,0.007,1.1,0.014,0.021,55,25
632132,2015012023,0.008,1.2,0.015,0.021,51,25
632132,2015012024,0.01,1.2,0.014,0.019,53,24
632132,2015012101,0.012,1.6,0.01,0.023,57,20
632132,2015012102,0.007,1.6,0.01,0.019,57,26
632132,2015012103,0.007,1.5,0.011,0.017,60,30
632132,2015012104,0.008,1.4,0.01,0.016,51,27
632132,2015012105,0.007,1.2,0.009,0.016,53,22
632132,2015012106,0.008,1.3,0.009,0.016,53,19
632132,2015012107,0.008,1.2,0.006,0.021,51,22
632132,2015012108,0.008,1.3,0.004,0.024,52,24
632132,2015012109,0.009,1.3,0.003,0.028,58,22
632132,2015012110,0.008,1.3,0.006,0.025,68,25
632132,2015012111,0.011,1.2,0.017,0.02,74,26
632132,2015012112,0.008,1.2,0.024,0.015,68,30
632132,2015012113,0.005,1.2,0.026,0.014,61,25
632132,2015012114,0.006,1.3,0.024,0.016,65,24
632132,2015012115,0.007,1.3,0.025,0.015,63,24
632132,2015012116,0.008,1.4,0.026,0.016,61,27
632132,2015012117,0.006,1.2,0.022,0.018,63,28
632132,2015012118,0.01,1.3,0.019,0.021,62,29
632132,2015012119,0.01,1.2,0.02,0.02,69,29
632132,2015012120,0.009,1.2,0.02,0.018,68,30
632132,2015012121,0.011,1.2,0.018,0.019,63,31
