"loc","mdate","SO2","CO","O3","NO2","PM10","PM25"
"111123",2017100920,0.005,0.4,0.033,0.026,24,18
"111123",2017100921,0.004,0.4,0.025,0.028,21,19
"111123",2017100922,0.004,0.4,0.022,0.027,20,15
"111123",2017100923,0.003,0.3,0.03,0.019,18,15
"111123",2017100924,0.003,0.4,0.024,0.02,19,15
"111123",2017101001,0.003,0.4,0.023,0.02,22,17
"111123",2017101002,0.003,0.4,0.023,0.019,18,14
"111123",2017101003,0.003,0.5,0.012,0.024,17,16
"111123",2017101004,0.003,0.4,0.014,0.024,22,16
"111123",2017101005,0.003,0.4,0.013,0.023,26,19
"111123",2017101006,0.003,0.5,0.003,0.032,21,17
"111123",2017101007,0.003,0.6,0.002,0.035,22,18
"111123",2017101008,0.003,0.6,0.003,0.037,24,18
"111123",2017101009,0.004,0.7,0.004,0.039,28,19
"111123",2017101010,0.004,0.7,0.006,0.04,26,17
"111123",2017101011,0.004,0.6,0.013,0.038,21,16
"111123",2017101012,NA,NA,NA,NA,NA,NA
"111123",2017101013,NA,NA,NA,NA,NA,NA
"111123",2017101014,NA,NA,NA,NA,NA,NA
"111123",2017101015,NA,NA,NA,NA,NA,NA
"111123",2017101016,NA,NA,NA,NA,NA,NA
"111123",2017101017,NA,NA,NA,NA,NA,NA
"111123",2017101018,NA,NA,NA,NA,NA,NA
"111123",2017101019,0.003,0.6,0.008,0.052,23,15
"111123",2017101020,0.002,0.7,0.004,0.057,35,22
"111123",2017101021,0.002,0.7,0.002,0.058,34,23
"111123",2017101022,0.003,0.5,0.008,0.04,35,23
"111123",2017101023,0.003,0.4,0.014,0.024,29,20
"111123",2017101024,0.003,0.3,0.016,0.023,28,21
"111123",2017101101,0.002,0.3,0.019,0.017,29,20
"111123",2017101102,0.002,0.3,0.024,0.012,22,17
"111123",2017101103,0.002,0.3,0.032,0.006,10,9
"111123",2017101104,0.002,0.3,0.019,0.006,8,6
"111123",2017101105,0.002,0.3,0.02,0.006,5,5
"111123",2017101106,0.002,0.3,0.019,0.009,5,3
"111123",2017101107,0.001,0.3,0.012,0.017,5,3
"111123",2017101108,0.002,0.3,0.01,0.02,5,3
"111123",2017101109,0.002,0.4,0.008,0.022,5,3
"111123",2017101110,0.002,0.4,0.009,0.024,6,4
"111123",2017101111,0.002,0.4,0.016,0.02,5,3
"111123",2017101112,0.002,0.5,0.026,0.014,5,3
"111123",2017101113,0.002,0.5,0.029,0.014,8,3
"111123",2017101114,0.002,0.5,0.029,0.015,8,4
"111123",2017101115,0.002,0.4,0.026,0.015,7,3
"111123",2017101116,0.002,0.4,0.024,0.016,8,5
"111123",2017101117,0.002,0.4,0.029,0.012,12,6
"111123",2017101118,0.002,0.4,0.028,0.016,14,8
"111123",2017101119,0.002,0.4,0.027,0.016,14,9
"111123",2017101120,0.001,0.3,0.027,0.014,15,10
"111123",2017101121,0.002,0.4,0.024,0.015,14,10
"111123",2017101122,0.001,0.3,0.026,0.012,12,8
"111123",2017101123,0.001,0.3,0.026,0.011,12,6
"111123",2017101124,0.002,0.3,0.024,0.011,11,6
"111123",2017101201,0.002,0.3,0.026,0.009,11,7
"111123",2017101202,0.001,0.3,0.026,0.008,9,6
"111123",2017101203,0.002,0.3,0.027,0.008,11,7
"111123",2017101204,0.002,0.3,0.025,0.007,10,7
"111123",2017101205,0.002,0.3,0.023,0.009,11,8
"111123",2017101206,0.002,0.3,0.021,0.012,12,8
"111123",2017101207,0.002,0.3,0.015,0.018,12,10
"111123",2017101208,0.002,0.4,0.01,0.024,14,8
"111123",2017101209,0.002,0.4,0.01,0.024,13,10
"111123",2017101210,0.001,0.5,0.011,0.022,16,9
"111123",2017101211,0.002,0.4,0.011,0.022,17,10
"111123",2017101212,0.001,0.5,0.008,0.025,18,9
"111123",2017101213,0.001,0.6,0.006,0.03,25,14
"111123",2017101214,0.002,0.6,0.006,0.031,29,15
"111123",2017101215,0.001,0.5,0.012,0.025,29,16
"111123",2017101216,0.001,0.5,0.01,0.031,26,14
"111123",2017101217,0.001,0.5,0.006,0.038,26,13
"111123",2017101218,0.002,0.6,0.004,0.039,29,16
"111123",2017101219,0.001,0.6,0.003,0.038,32,19
"111123",2017101220,0.001,0.5,0.007,0.033,32,19
"111123",2017101221,0.002,0.4,0.014,0.026,30,18
"111123",2017101222,0.001,0.5,0.012,0.027,25,17
"111123",2017101223,0.001,0.6,0.002,0.038,27,18
"111123",2017101224,0.002,0.5,0.003,0.038,27,17
"111123",2017101301,0.001,0.6,0.004,0.035,25,16
"111123",2017101302,0.001,0.5,0.006,0.031,24,16
"111123",2017101303,0.001,0.5,0.011,0.025,22,18
"111123",2017101304,0.002,0.4,0.017,0.02,23,14
"111123",2017101305,0.002,0.4,0.02,0.015,24,13
"111123",2017101306,0.002,0.5,0.007,0.028,25,16
"111123",2017101307,0.001,0.5,0.006,0.031,24,13
"111123",2017101308,0.002,0.6,0.006,0.032,27,15
"111123",2017101309,0.002,0.6,0.008,0.033,29,14
"111123",2017101310,0.002,0.6,0.008,0.034,31,17
"111123",2017101311,0.002,0.5,0.014,0.027,35,20
"111123",2017101312,0.002,0.5,0.017,0.028,29,15
"111123",2017101313,0.001,0.4,0.021,0.027,27,18
"111123",2017101314,0.002,0.4,0.037,0.017,30,18
"111123",2017101315,0.002,0.4,0.039,0.017,25,16
"111123",2017101316,0.002,0.4,0.037,0.018,27,15
"111123",2017101317,0.002,0.4,0.038,0.018,31,16
"111123",2017101318,0.002,0.5,0.03,0.028,27,16
"111123",2017101319,0.002,0.5,0.02,0.034,32,18
"111123",2017101320,0.002,0.5,0.014,0.041,29,15
"111123",2017101321,0.002,0.5,0.011,0.043,31,17
"111123",2017101322,0.001,0.4,0.02,0.034,26,15
"111123",2017101323,0.002,0.4,0.027,0.026,21,13
"111123",2017101324,0.002,0.5,0.02,0.034,17,10
"111123",2017101401,0.001,0.5,0.019,0.032,21,11
"111123",2017101402,0.001,0.5,0.018,0.034,20,13
"111123",2017101403,0.001,0.5,0.015,0.034,22,16
"111123",2017101404,0.002,0.6,0.013,0.034,22,13
"111123",2017101405,0.001,0.6,0.01,0.033,23,15
"111123",2017101406,0.002,0.6,0.006,0.04,24,15
"111123",2017101407,0.001,0.7,0.002,0.044,25,16
"111123",2017101408,0.002,0.7,0.003,0.041,27,17
"111123",2017101409,0.001,0.5,0.011,0.036,22,14
"111123",2017101410,0.002,0.6,0.018,0.034,22,12
"111123",2017101411,0.002,0.6,0.019,0.035,22,12
"111123",2017101412,0.002,0.5,0.024,0.03,22,12
"111123",2017101413,0.002,0.4,0.038,0.015,20,10
"111123",2017101414,0.002,0.4,0.045,0.012,21,11
"111123",2017101415,0.001,0.3,0.048,0.009,25,14
"111123",2017101416,0.002,0.3,0.045,0.009,21,10
"111123",2017101417,0.002,0.3,0.044,0.008,15,8
"111123",2017101418,0.002,0.4,0.039,0.013,15,9
"111123",2017101419,0.002,0.4,0.034,0.02,21,11
"111123",2017101420,0.002,0.4,0.031,0.023,20,11
"111123",2017101421,0.002,0.4,0.029,0.024,18,15
"111123",2017101422,0.002,0.4,0.027,0.024,20,11
"111123",2017101423,0.002,0.4,0.027,0.025,21,11
"111123",2017101424,0.002,0.4,0.036,0.016,25,12
"111123",2017101501,0.002,0.4,0.034,0.015,25,11
"111123",2017101502,0.002,0.4,0.029,0.018,27,12
"111123",2017101503,0.002,0.4,0.026,0.019,26,14
"111123",2017101504,0.002,0.4,0.029,0.015,27,13
"111123",2017101505,0.002,0.4,0.03,0.013,27,15
"111123",2017101506,0.002,0.4,0.025,0.017,29,15
"111123",2017101507,0.002,0.4,0.017,0.025,27,16
"111123",2017101508,0.002,0.5,0.005,0.038,25,15
"111123",2017101509,0.002,0.5,0.009,0.036,26,16
"111123",2017101510,0.002,0.4,0.02,0.024,23,11
"111123",2017101511,0.001,0.4,0.029,0.017,18,9
"111123",2017101512,0.002,0.3,0.035,0.013,16,7
"111123",2017101513,0.002,0.3,0.043,0.009,15,8
"111123",2017101514,0.002,0.3,0.049,0.007,13,7
"111123",2017101515,0.001,0.3,0.05,0.009,18,10
"111123",2017101516,0.001,0.3,0.05,0.008,15,8
"111123",2017101517,0.001,0.3,0.042,0.015,14,10
"111123",2017101518,0.001,0.3,0.041,0.016,13,8
"111123",2017101519,0.002,0.5,0.022,0.034,15,7
"111123",2017101520,0.002,0.7,0.003,0.056,21,14
"111123",2017101521,0.002,0.7,0.002,0.059,23,18
"111123",2017101522,0.002,0.8,0.002,0.058,24,15
"111123",2017101523,0.002,0.7,0.002,0.055,25,19
"111123",2017101524,0.002,0.4,0.008,0.041,20,13
"111123",2017101601,0.001,0.4,0.009,0.037,20,15
"111123",2017101602,0.001,0.4,0.012,0.032,17,11
"111123",2017101603,0.001,0.4,0.01,0.034,17,15
"111123",2017101604,0.001,0.5,0.008,0.036,18,11
"111123",2017101605,0.001,0.5,0.003,0.041,19,15
"111123",2017101606,0.001,0.4,0.005,0.037,19,13
"111123",2017101607,0.001,0.6,0.002,0.039,20,14
"111123",2017101608,0.002,0.6,0.002,0.039,22,15
"111123",2017101609,0.001,0.6,0.004,0.042,25,15
"111123",2017101610,0.001,0.7,0.006,0.041,27,15
"111123",2017101611,0.002,0.6,0.01,0.039,27,16
"111123",2017101612,0.002,0.6,0.012,0.04,28,15
"111123",2017101613,0.004,0.6,0.016,0.037,27,14
"111123",2017101614,0.004,0.5,0.024,0.032,28,16
"111123",2017101615,0.004,0.5,0.052,0.016,39,25
"111123",2017101616,0.004,0.5,0.051,0.016,42,27
"111123",2017101617,0.004,0.4,0.046,0.016,40,25
"111123",2017101618,0.004,0.5,0.037,0.023,31,19
"111123",2017101619,0.004,0.5,0.028,0.029,30,19
"111123",2017101620,0.004,0.5,0.027,0.026,35,19
"111123",2017101621,0.004,0.5,0.022,0.032,36,18
"111123",2017101622,0.004,0.5,0.015,0.039,35,18
"111123",2017101623,0.004,0.6,0.007,0.048,35,18
"111123",2017101624,0.004,0.6,0.007,0.048,33,17
"111123",2017101701,0.004,0.5,0.017,0.033,33,14
"111123",2017101702,0.004,0.4,0.023,0.024,32,14
"111123",2017101703,0.004,0.4,0.024,0.022,33,15
"111123",2017101704,0.004,0.4,0.024,0.02,32,15
"111123",2017101705,0.004,0.4,0.019,0.024,31,14
"111123",2017101706,0.004,0.5,0.011,0.032,34,16
"111123",2017101707,0.004,0.6,0.002,0.044,35,14
"111123",2017101708,0.004,0.6,0.004,0.044,34,17
"111123",2017101709,0.004,0.7,0.005,0.045,36,16
"111123",2017101710,0.004,0.6,0.011,0.039,36,18
"111123",2017101711,0.004,0.6,0.018,0.035,34,20
"111123",2017101712,0.004,0.5,0.026,0.032,32,18
"111123",2017101713,0.004,0.5,0.038,0.024,34,22
"111123",2017101714,0.004,0.5,0.043,0.024,34,21
"111123",2017101715,0.004,0.5,0.042,0.025,NA,NA
"111123",2017101716,0.003,0.5,0.042,0.026,NA,NA
"111123",2017101717,0.004,0.6,0.042,0.028,NA,NA
"111123",2017101718,0.004,0.6,0.037,0.041,NA,NA
"111123",2017101719,0.003,0.7,0.034,0.052,NA,NA
"111123",2017101720,0.004,0.9,0.012,0.071,NA,NA
"111123",2017101721,0.003,0.9,0.003,0.077,NA,NA
"111123",2017101722,0.003,1.1,0.002,0.077,NA,NA
"111123",2017101723,0.003,0.8,0.002,0.073,NA,NA
"111123",2017101724,0.004,0.7,0.003,0.06,NA,NA
"111123",2017101801,0.003,0.7,0.007,0.053,NA,NA
"111123",2017101802,0.003,0.4,0.02,0.028,NA,NA
"111123",2017101803,0.003,0.4,0.02,0.027,NA,NA
"111123",2017101804,0.003,0.4,0.028,0.019,NA,NA
"111123",2017101805,0.003,0.3,0.032,0.014,NA,NA
"111123",2017101806,0.003,0.3,0.028,0.019,NA,NA
"111123",2017101807,0.003,0.4,0.016,0.034,NA,NA
"111123",2017101808,0.003,0.4,0.013,0.038,NA,NA
"111123",2017101809,0.003,0.4,0.016,0.035,NA,NA
"111123",2017101810,0.003,0.4,0.02,0.031,NA,NA
"111123",2017101811,0.003,0.5,0.024,0.027,NA,NA
"111123",2017101812,0.003,0.5,0.03,0.023,NA,NA
"111123",2017101813,0.003,0.5,0.029,0.024,NA,NA
"111123",2017101814,0.003,0.4,0.031,0.024,NA,NA
"111123",2017101815,0.003,0.5,0.029,0.026,NA,NA
"111123",2017101816,0.003,0.5,0.024,0.03,31,15
"111123",2017101817,0.003,0.5,0.02,0.035,27,17
"111123",2017101818,0.003,0.5,0.014,0.04,27,14
"111123",2017101819,0.003,0.5,0.011,0.044,25,17
"111123",2017101820,0.004,0.5,0.011,0.042,26,15
"111123",2017101821,0.003,0.5,0.009,0.044,25,19
"111123",2017101822,0.003,0.4,0.008,0.042,25,15
"111123",2017101823,0.003,0.4,0.006,0.042,23,14
"111123",2017101824,0.004,0.4,0.007,0.038,23,13
"111123",2017101901,0.003,0.4,0.013,0.025,24,14
"111123",2017101902,0.003,0.3,0.017,0.017,20,14
"111123",2017101903,0.003,0.3,0.021,0.015,17,12
"111123",2017101904,0.003,0.3,0.024,0.013,16,11
"111123",2017101905,0.003,0.4,0.016,0.02,14,12
"111123",2017101906,0.003,0.4,0.005,0.032,17,12
"111123",2017101907,0.004,0.5,0.002,0.038,20,14
"111123",2017101908,0.003,0.6,0.003,0.04,20,12
"111123",2017101909,0.003,0.5,0.01,0.035,21,9
"111123",2017101910,0.003,0.4,0.019,0.031,12,8
"111123",2017101911,0.003,0.4,0.025,0.026,15,9
"111123",2017101912,0.004,0.4,0.032,0.02,13,8
"111123",2017101913,0.004,0.3,0.04,0.015,14,7
"111123",2017101914,0.004,0.3,0.046,0.012,13,7
"111123",2017101915,0.004,0.3,0.047,0.014,18,10
"111123",2017101916,0.004,0.4,0.044,0.017,16,9
"111123",2017101917,NA,NA,NA,NA,NA,NA
"111123",2017101918,NA,NA,NA,NA,NA,NA
"111123",2017101919,0.003,0.6,0.009,0.054,20,16
"111123",2017101920,0.004,0.7,0.009,0.051,28,18
"111123",2017101921,0.003,0.7,0.004,0.057,27,21
"111123",2017101922,0.003,0.7,0.004,0.054,25,17
"111123",2017101923,0.003,0.5,0.007,0.044,24,16
"111123",2017101924,0.004,0.8,0.002,0.056,26,15
"111123",2017102001,0.004,0.9,0.002,0.056,33,20
"111123",2017102002,0.003,0.7,0.002,0.05,25,16
"111123",2017102003,0.004,0.7,0.002,0.045,29,18
"111123",2017102004,0.002,0.7,0.002,0.044,26,15
"111123",2017102005,0.003,0.6,0.002,0.041,24,17
"111123",2017102006,0.003,0.6,0.002,0.041,28,18
"111123",2017102007,0.004,0.6,0.002,0.04,34,21
"111123",2017102008,0.004,0.7,0.003,0.041,35,21
"111123",2017102009,0.004,0.6,0.005,0.041,29,20
"111123",2017102010,0.004,0.5,0.01,0.035,27,17
"111123",2017102011,0.004,0.6,0.013,0.036,NA,16
"111123",2017102012,0.004,0.6,0.021,0.036,NA,14
"111123",2017102013,0.004,0.6,0.031,0.034,NA,17
"111123",2017102014,0.004,0.5,0.029,0.041,NA,16
"111123",2017102015,0.004,0.4,0.033,0.035,NA,16
"111123",2017102016,0.004,0.5,0.034,0.038,NA,15
"111123",2017102017,0.004,0.4,0.043,0.03,NA,18
"111123",2017102018,0.004,0.5,0.034,0.038,NA,18
"111123",2017102019,0.004,0.6,0.016,0.053,NA,20
"111123",2017102020,0.004,0.7,0.005,0.062,NA,26
"111123",2017102021,0.004,0.6,0.009,0.054,NA,30
"111123",2017102022,0.003,0.6,0.007,0.056,NA,27
"111123",2017102023,0.003,0.8,0.004,0.062,NA,27
