"loc","mdate","SO2","CO","O3","NO2","PM10","PM25"
"111123",2018011018,0.006,0.4,0.023,0.019,28,13
"111123",2018011019,0.006,0.4,0.024,0.016,25,12
"111123",2018011020,0.005,0.5,0.018,0.022,25,14
"111123",2018011021,0.005,0.5,0.021,0.017,25,15
"111123",2018011022,0.005,0.5,0.022,0.015,22,13
"111123",2018011023,0.006,0.5,0.021,0.018,22,14
"111123",2018011024,0.005,0.4,0.02,0.018,26,16
"111123",2018011101,0.006,0.4,0.022,0.014,26,17
"111123",2018011102,0.006,0.4,0.023,0.011,28,17
"111123",2018011103,0.006,0.5,0.022,0.011,31,17
"111123",2018011104,0.006,0.5,0.02,0.012,26,17
"111123",2018011105,0.006,0.5,0.019,0.014,30,20
"111123",2018011106,0.006,0.5,0.014,0.018,31,20
"111123",2018011107,0.006,0.5,0.009,0.023,30,23
"111123",2018011108,0.006,0.6,0.007,0.026,31,22
"111123",2018011109,0.006,0.6,0.007,0.031,33,24
"111123",2018011110,0.007,0.6,0.012,0.022,33,24
"111123",2018011111,0.007,0.6,0.015,0.021,35,29
"111123",2018011112,0.007,0.6,0.018,0.027,32,24
"111123",2018011113,0.007,0.6,0.023,0.016,33,24
"111123",2018011114,0.007,0.5,0.022,0.021,33,24
"111123",2018011115,0.006,0.5,0.023,0.02,33,26
"111123",2018011116,0.006,0.5,0.021,0.023,34,28
"111123",2018011117,0.005,0.5,0.022,0.023,35,26
"111123",2018011118,0.005,0.6,0.019,0.026,31,23
"111123",2018011119,0.006,0.5,0.018,0.025,26,21
"111123",2018011120,0.005,0.5,0.018,0.023,26,18
"111123",2018011121,0.005,0.5,0.022,0.017,24,19
"111123",2018011122,0.005,0.5,0.023,0.017,24,18
"111123",2018011123,0.005,0.4,0.022,0.017,21,19
"111123",2018011124,0.005,0.4,0.017,0.023,21,17
"111123",2018011201,0.005,0.4,0.022,0.017,22,15
"111123",2018011202,0.006,0.4,0.023,0.015,21,14
"111123",2018011203,0.006,0.4,0.029,0.008,20,13
"111123",2018011204,0.006,0.4,0.027,0.011,14,10
"111123",2018011205,0.006,0.4,0.027,0.011,13,10
"111123",2018011206,0.006,0.4,0.022,0.016,16,10
"111123",2018011207,0.006,0.4,0.018,0.019,15,12
"111123",2018011208,0.005,0.5,0.016,0.023,14,11
"111123",2018011209,0.006,0.5,0.017,0.024,21,13
"111123",2018011210,0.006,0.5,0.017,0.03,18,12
"111123",2018011211,0.006,0.4,0.021,0.022,16,13
"111123",2018011212,0.006,0.5,0.022,0.023,15,10
"111123",2018011213,0.006,0.4,0.025,0.019,18,13
"111123",2018011214,0.006,0.5,0.021,0.026,17,11
"111123",2018011215,0.006,0.5,0.022,0.029,20,15
"111123",2018011216,0.006,0.5,0.017,0.038,22,15
"111123",2018011217,0.006,0.5,0.019,0.031,22,13
"111123",2018011218,0.005,0.5,0.013,0.039,22,13
"111123",2018011219,0.005,0.7,0.003,0.052,25,15
"111123",2018011220,0.006,0.7,0.002,0.055,31,20
"111123",2018011221,0.006,0.8,0.002,0.058,33,22
"111123",2018011222,0.007,0.9,0.002,0.061,34,21
"111123",2018011223,0.008,0.9,0.002,0.061,37,27
"111123",2018011224,0.008,0.7,0.002,0.059,33,22
"111123",2018011301,0.008,0.8,0.002,0.058,35,23
"111123",2018011302,0.007,1,0.002,0.063,39,28
"111123",2018011303,0.007,0.9,0.002,0.06,38,30
"111123",2018011304,0.007,0.9,0.002,0.057,34,22
"111123",2018011305,0.006,0.8,0.002,0.053,26,21
"111123",2018011306,0.006,0.8,0.002,0.054,30,18
"111123",2018011307,0.006,0.8,0.002,0.054,32,19
"111123",2018011308,0.006,0.8,0.002,0.054,28,19
"111123",2018011309,0.006,0.9,0.002,0.056,30,23
"111123",2018011310,0.006,0.9,0.003,0.053,34,23
"111123",2018011311,0.006,0.9,0.003,0.052,39,31
"111123",2018011312,0.006,0.9,0.004,0.046,43,35
"111123",2018011313,0.006,0.9,0.006,0.046,48,40
"111123",2018011314,0.006,0.9,0.006,0.044,51,41
"111123",2018011315,0.006,0.9,0.005,0.05,61,47
"111123",2018011316,0.006,0.9,0.004,0.052,62,49
"111123",2018011317,0.007,0.9,0.003,0.055,65,52
"111123",2018011318,0.006,1,0.002,0.056,64,51
"111123",2018011319,0.006,1.1,0.002,0.061,67,52
"111123",2018011320,0.006,1.3,0.002,0.068,67,54
"111123",2018011321,0.006,1.2,0.002,0.062,73,55
"111123",2018011322,0.006,1.1,0.002,0.06,70,56
"111123",2018011323,0.006,1.1,0.002,0.061,75,55
"111123",2018011324,0.006,1.1,0.002,0.057,72,59
"111123",2018011401,0.006,1.1,0.002,0.055,79,57
"111123",2018011402,0.006,1,0.002,0.048,75,56
"111123",2018011403,0.006,0.9,0.002,0.044,74,56
"111123",2018011404,0.006,0.8,0.003,0.04,69,55
"111123",2018011405,0.005,0.9,0.002,0.042,69,55
"111123",2018011406,0.005,0.9,0.002,0.042,68,53
"111123",2018011407,0.005,0.9,0.002,0.044,70,57
"111123",2018011408,0.005,0.9,0.002,0.043,69,56
"111123",2018011409,0.005,0.9,0.003,0.039,73,57
"111123",2018011410,0.006,0.9,0.007,0.034,69,54
"111123",2018011411,0.006,0.8,0.011,0.03,68,55
"111123",2018011412,0.007,0.9,0.012,0.034,69,54
"111123",2018011413,0.007,0.9,0.013,0.038,75,62
"111123",2018011414,0.008,0.8,0.015,0.038,78,62
"111123",2018011415,0.008,0.8,0.018,0.037,76,59
"111123",2018011416,0.008,0.7,0.024,0.036,64,49
"111123",2018011417,0.007,0.6,0.03,0.03,48,37
"111123",2018011418,0.007,0.6,0.017,0.045,42,31
"111123",2018011419,0.007,0.7,0.011,0.053,44,31
"111123",2018011420,0.007,0.7,0.005,0.06,45,34
"111123",2018011421,0.007,0.9,0.002,0.069,47,36
"111123",2018011422,0.007,0.9,0.002,0.067,54,42
"111123",2018011423,0.007,1.1,0.002,0.068,56,47
"111123",2018011424,0.007,1,0.002,0.069,54,44
"111123",2018011501,0.007,1.1,0.002,0.072,55,45
"111123",2018011502,0.007,1.3,0.002,0.078,54,44
"111123",2018011503,0.007,1.5,0.002,0.073,60,48
"111123",2018011504,0.006,1,0.011,0.039,46,33
"111123",2018011505,0.006,0.5,0.023,0.022,33,23
"111123",2018011506,0.006,0.5,0.019,0.025,31,21
"111123",2018011507,0.006,0.5,0.006,0.04,32,24
"111123",2018011508,0.006,0.6,0.002,0.049,38,28
"111123",2018011509,0.006,0.7,0.003,0.054,39,28
"111123",2018011510,0.007,0.8,0.003,0.054,45,29
"111123",2018011511,0.006,0.7,0.008,0.041,52,34
"111123",2018011512,0.007,0.7,0.014,0.04,58,36
"111123",2018011513,0.008,0.7,0.022,0.035,73,47
"111123",2018011514,0.009,0.8,0.021,0.042,79,54
"111123",2018011515,0.01,0.7,0.03,0.035,71,49
"111123",2018011516,0.009,0.7,0.03,0.036,68,46
"111123",2018011517,0.009,0.7,0.026,0.043,66,48
"111123",2018011518,0.009,0.9,0.008,0.064,76,55
"111123",2018011519,0.008,1.1,0.002,0.073,93,64
"111123",2018011520,0.008,1.1,0.002,0.072,95,71
"111123",2018011521,0.008,1.4,0.002,0.074,101,72
"111123",2018011522,0.008,1.6,0.002,0.079,96,69
"111123",2018011523,0.007,1.4,0.002,0.076,96,71
"111123",2018011524,0.007,1.7,0.002,0.08,97,71
"111123",2018011601,0.007,1.8,0.002,0.083,98,71
"111123",2018011602,0.008,1.8,0.002,0.081,87,64
"111123",2018011603,0.007,1.7,0.002,0.078,81,60
"111123",2018011604,0.007,1.5,0.002,0.071,81,60
"111123",2018011605,0.007,1.6,0.002,0.071,83,65
"111123",2018011606,0.007,1.6,0.002,0.07,82,62
"111123",2018011607,0.006,1.4,0.002,0.064,89,65
"111123",2018011608,0.008,1.6,0.002,0.075,86,65
"111123",2018011609,0.007,1.8,0.002,0.074,92,71
"111123",2018011610,0.008,1.8,0.002,0.08,96,74
"111123",2018011611,0.008,1.9,0.003,0.082,109,86
"111123",2018011612,0.009,2,0.003,0.087,116,89
"111123",2018011613,0.011,1.7,0.005,0.074,124,97
"111123",2018011614,0.013,1.4,0.009,0.067,122,94
"111123",2018011615,0.011,1.1,0.013,0.061,113,87
"111123",2018011616,0.01,1,0.012,0.061,99,73
"111123",2018011617,0.008,1.1,0.011,0.06,86,65
"111123",2018011618,0.008,1.3,0.004,0.072,89,70
"111123",2018011619,0.008,1.3,0.002,0.081,90,64
"111123",2018011620,0.009,1.2,0.002,0.079,89,69
"111123",2018011621,0.009,1.2,0.002,0.078,103,78
"111123",2018011622,0.009,1.3,0.002,0.076,108,81
"111123",2018011623,0.008,1.3,0.002,0.074,110,84
"111123",2018011624,0.008,1.3,0.002,0.073,115,87
"111123",2018011701,0.008,1.3,0.002,0.068,117,89
"111123",2018011702,0.007,1.2,0.002,0.06,115,91
"111123",2018011703,0.007,1.1,0.005,0.051,119,93
"111123",2018011704,0.007,1,0.006,0.048,109,87
"111123",2018011705,0.007,1,0.011,0.039,107,82
"111123",2018011706,0.007,1,0.005,0.048,105,83
"111123",2018011707,0.007,1.1,0.002,0.055,110,82
"111123",2018011708,0.006,1.2,0.002,0.056,100,82
"111123",2018011709,0.007,1.4,0.002,0.062,95,73
"111123",2018011710,0.007,1.4,0.003,0.067,101,81
"111123",2018011711,0.008,1.2,0.008,0.051,100,72
"111123",2018011712,0.009,1.2,0.01,0.058,92,71
"111123",2018011713,0.009,1.2,0.01,0.064,94,68
"111123",2018011714,0.01,1.1,0.007,0.071,88,75
"111123",2018011715,0.011,1,0.016,0.062,107,86
"111123",2018011716,0.011,1,0.016,0.063,106,87
"111123",2018011717,0.01,1,0.009,0.07,115,90
"111123",2018011718,0.009,0.9,0.017,0.055,103,83
"111123",2018011719,0.008,0.9,0.016,0.051,73,56
"111123",2018011720,0.007,1,0.01,0.056,71,58
"111123",2018011721,0.007,1,0.022,0.039,77,65
"111123",2018011722,0.006,1.1,0.013,0.051,81,64
"111123",2018011723,0.006,1,0.007,0.057,87,67
"111123",2018011724,0.007,1.1,0.002,0.067,92,71
"111123",2018011801,0.007,1.2,0.002,0.069,96,75
"111123",2018011802,0.009,1.1,0.01,0.054,93,70
"111123",2018011803,0.009,1,0.007,0.054,98,73
"111123",2018011804,0.009,1,0.009,0.051,97,75
"111123",2018011805,0.007,0.9,0.024,0.03,96,75
"111123",2018011806,0.007,0.8,0.026,0.028,91,65
"111123",2018011807,0.006,0.8,0.019,0.033,95,67
"111123",2018011808,0.006,0.9,0.013,0.04,91,66
"111123",2018011809,0.006,0.9,0.006,0.05,90,64
"111123",2018011810,0.006,1,0.012,0.042,91,64
"111123",2018011811,0.006,0.9,0.01,0.043,86,61
"111123",2018011812,0.006,1,0.01,0.045,81,55
"111123",2018011813,0.007,1,0.013,0.04,91,62
"111123",2018011814,NA,NA,NA,NA,83,55
"111123",2018011815,NA,NA,NA,NA,NA,NA
"111123",2018011816,0.007,0.7,0.02,0.033,63,37
"111123",2018011817,0.007,0.7,0.016,0.038,64,38
"111123",2018011818,0.006,0.8,0.015,0.036,66,43
"111123",2018011819,0.006,0.8,0.017,0.033,65,40
"111123",2018011820,0.006,0.7,0.021,0.027,55,35
"111123",2018011821,0.006,0.7,0.017,0.031,57,33
"111123",2018011822,0.006,0.8,0.014,0.033,54,36
"111123",2018011823,0.006,0.8,0.013,0.034,58,39
"111123",2018011824,0.006,0.7,0.021,0.025,51,34
"111123",2018011901,0.006,0.6,0.023,0.022,52,33
"111123",2018011902,0.006,0.6,0.028,0.017,48,28
"111123",2018011903,0.006,0.6,0.027,0.018,47,27
"111123",2018011904,0.006,0.6,0.026,0.018,48,28
"111123",2018011905,0.006,0.6,0.022,0.023,48,29
"111123",2018011906,0.006,0.6,0.013,0.034,43,24
"111123",2018011907,0.007,0.6,0.006,0.043,46,25
"111123",2018011908,0.006,0.7,0.007,0.042,44,24
"111123",2018011909,0.006,0.7,0.007,0.045,42,23
"111123",2018011910,0.007,0.8,0.007,0.05,42,21
"111123",2018011911,0.007,0.9,0.012,0.046,51,26
"111123",2018011912,0.007,0.9,0.011,0.047,48,24
"111123",2018011913,0.007,0.7,0.021,0.034,52,25
"111123",2018011914,0.008,0.6,0.026,0.029,56,29
"111123",2018011915,0.008,0.6,0.026,0.031,59,28
"111123",2018011916,0.008,0.6,0.03,0.027,56,30
"111123",2018011917,0.008,0.6,0.03,0.028,54,26
"111123",2018011918,0.007,0.6,0.022,0.037,54,27
"111123",2018011919,0.007,0.7,0.013,0.046,53,28
"111123",2018011920,0.006,0.9,0.005,0.055,62,34
"111123",2018011921,0.006,0.9,0.005,0.056,64,37
"111123",2018011922,0.007,1,0.002,0.063,57,31
"111123",2018011923,0.006,1,0.002,0.06,51,28
"111123",2018011924,0.007,0.9,0.002,0.064,48,24
"111123",2018012001,0.007,1,0.002,0.068,51,26
"111123",2018012002,0.007,1.1,0.002,0.069,47,27
"111123",2018012003,0.007,1.4,0.002,0.072,51,29
"111123",2018012004,0.006,1.4,0.001,0.07,54,30
"111123",2018012005,0.007,1.2,0.001,0.066,55,32
"111123",2018012006,0.008,1.2,0.002,0.063,52,27
"111123",2018012007,0.009,1,0.002,0.062,50,30
"111123",2018012008,0.007,1.2,0.003,0.066,50,29
"111123",2018012009,0.008,1.3,0.002,0.065,56,35
"111123",2018012010,0.009,1.1,0.003,0.058,60,33
"111123",2018012011,0.01,1.1,0.004,0.062,66,35
"111123",2018012012,0.011,1,0.007,0.054,69,37
"111123",2018012013,0.012,0.8,0.013,0.044,73,40
"111123",2018012014,0.011,0.8,0.011,0.056,77,44
"111123",2018012015,0.011,0.8,0.023,0.041,89,54
"111123",2018012016,0.011,0.9,0.029,0.037,108,69
"111123",2018012017,0.01,0.9,0.035,0.032,118,82
"111123",2018012018,0.009,1,0.032,0.04,138,97
"111123",2018012019,0.008,1.2,0.025,0.048,167,121
"111123",2018012020,0.008,1.3,0.019,0.052,171,127
"111123",2018012021,0.008,1.3,0.028,0.038,166,123
"111123",2018012022,0.008,1,0.033,0.026,119,86
"111123",2018012023,0.007,0.9,0.022,0.035,94,67
"111123",2018012024,0.007,1,0.013,0.046,101,69
"111123",2018012101,0.007,1,0.023,0.033,105,80
"111123",2018012102,0.007,1,0.022,0.032,105,79
"111123",2018012103,0.007,1,0.013,0.039,98,73
"111123",2018012104,0.006,1,0.008,0.044,77,53
